Date,Time_start,Stop time,Plot,Area,Chambers,Volume,Light,Site,Zone,Rep,Dead_band,Msmt_stop,Notes,SN,Temp,checked
10/14/2022,15:51:20,,CRC_Tr327,0.00202683,NA,0.000128704,Dark,CRC,Tr,327,,300,,TG10-01028,25,
9/30/2022,15:55:50,,OWC_Up102,0.00202683,NA,0.000128704,Dark,OWC,Up,102,,300,,TG10-01028,25,
9/30/2022,15:59:30,,OWC_Up103,0.00202683,NA,0.000128704,Dark,OWC,Up,103,,300,,TG10-01028,25,
9/30/2022,16:11:30,,OWC_Up104,0.00202683,NA,0.000128704,Dark,OWC,Up,104,,300,,TG10-01028,25,
9/30/2022,15:40:30,,OWC_Up105,0.00202683,NA,0.000128704,Dark,OWC,Up,105,,300,,TG10-01028,25,
9/30/2022,15:02:00,,OWC_Up106,0.00202683,NA,0.000128704,Dark,OWC,Up,106,,300,,TG10-01028,25,
9/30/2022,14:53:30,,OWC_Up107,0.00202683,NA,0.000128704,Dark,OWC,Up,107,,300,,TG10-01028,25,
9/30/2022,14:41:30,,OWC_Up108,0.00202683,NA,0.000128704,Dark,OWC,Up,108,,300,,TG10-01028,25,
9/30/2022,14:47:30,,OWC_Tr120,0.00202683,NA,0.000128704,Dark,OWC,Tr,120,,300,,TG10-01028,25,
9/30/2022,14:37:00,,OWC_Tr121,0.00202683,NA,0.000128704,Dark,OWC,Tr,121,,300,,TG10-01028,25,
9/30/2022,14:32:00,,OWC_Tr122,0.00202683,NA,0.000128704,Dark,OWC,Tr,122,,300,,TG10-01028,25,
9/30/2022,15:13:40,,OWC_Tr123,0.00202683,NA,0.000128704,Dark,OWC,Tr,123,,300,,TG10-01028,25,
9/30/2022,15:08:00,,OWC_Tr124,0.00202683,NA,0.000128704,Dark,OWC,Tr,124,,300,,TG10-01028,25,
9/30/2022,14:44:00,,OWC_Tr126,0.00202683,NA,0.000128704,Dark,OWC,Tr,126,,300,,TG10-01028,25,
9/30/2022,13:03:00,,OWC_Tr127,0.00202683,NA,0.000128704,Dark,OWC,Tr,127,,300,,TG10-01028,25,
9/30/2022,13:12:00,,OWC_Tr128,0.00202683,NA,0.000128704,Dark,OWC,Tr,128,,300,,TG10-01028,25,
10/7/2022,12:55:00,,PTR_Up1,0.00202683,NA,0.000128704,Dark,PTR,Up,1,,300,missing spradsheet to check start time overlaping with TR123,TG10-01028,25,
10/7/2022,12:26:20,,PTR_Up2,0.00202683,NA,0.000128704,Dark,PTR,Up,2,,300,,TG10-01028,25,
10/7/2022,12:21:20,,PTR_Up3,0.00202683,NA,0.000128704,Dark,PTR,Up,3,,300,,TG10-01028,25,
10/7/2022,11:52:30,,PTR_Up4,0.00202683,NA,0.000128704,Dark,PTR,Up,4,,300,,TG10-01028,25,
10/7/2022,11:44:30,,PTR_Up5,0.00202683,NA,0.000128704,Dark,PTR,Up,5,,300,,TG10-01028,25,
10/7/2022,11:39:00,,PTR_Up6,0.00202683,NA,0.000128704,Dark,PTR,Up,6,,300,,TG10-01028,25,
10/7/2022,11:31:00,,PTR_Up7,0.00202683,NA,0.000128704,Dark,PTR,Up,7,,300,,TG10-01028,25,
10/7/2022,11:27:30,,PTR_Up8,0.00202683,NA,0.000128704,Dark,PTR,Up,8,,300,,TG10-01028,25,
10/7/2022,12:10:50,,PTR_Tr1,0.00202683,NA,0.000128704,Dark,PTR,Tr,1,,300,,TG10-01028,25,
10/7/2022,12:03:50,,PTR_Tr2,0.00202683,NA,0.000128704,Dark,PTR,Tr,2,,300,,TG10-01028,25,
10/7/2022,11:41:10,,PTR_Tr3,0.00202683,NA,0.000128704,Dark,PTR,Tr,3,,300,,TG10-01028,25,
10/7/2022,10:40:00,,PTR_Tr4,0.00202683,NA,0.000128704,Dark,PTR,Tr,4,,300,,TG10-01028,25,
10/7/2022,10:30:00,,PTR_Tr5,0.00202683,NA,0.000128704,Dark,PTR,Tr,5,,300,,TG10-01028,25,
10/7/2022,11:15:10,,PTR_Tr6,0.00202683,NA,0.000128704,Dark,PTR,Tr,6,,300,,TG10-01028,25,
10/7/2022,11:28:10,,PTR_Tr7,0.00202683,NA,0.000128704,Dark,PTR,Tr,7,,300,,TG10-01028,25,
10/7/2022,11:22:10,,PTR_Tr8,0.00202683,NA,0.000128704,Dark,PTR,Tr,8,,300,,TG10-01028,25,
11/8/2022,11:51:00,,PTR_Up1,0.00202683,NA,0.000128704,Dark,PTR,Up,1,,300,,TG10-01028,25,
11/8/2022,11:34:10,,PTR_Up2,0.00202683,NA,0.000128704,Dark,PTR,Up,2,,300,,TG10-01028,25,
11/8/2022,12:25:30,,PTR_Up3,0.00202683,NA,0.000128704,Dark,PTR,Up,3,,300,,TG10-01028,25,
11/8/2022,12:33:30,,PTR_Up4,0.00202683,NA,0.000128704,Dark,PTR,Up,4,,300,,TG10-01028,25,
11/8/2022,12:40:30,,PTR_Up5,0.00202683,NA,0.000128704,Dark,PTR,Up,5,,300,,TG10-01028,25,
11/8/2022,12:52:00,,PTR_Up6,0.00202683,NA,0.000128704,Dark,PTR,Up,6,,300,,TG10-01028,25,
11/8/2022,13:01:30,,PTR_Up7,0.00202683,NA,0.000128704,Dark,PTR,Up,7,,300,,TG10-01028,25,
11/8/2022,12:11:00,,PTR_Up8,0.00202683,NA,0.000128704,Dark,PTR,Up,8,,300,missing spradsheet to check start time overlaping with TR120,TG10-01028,25,
11/8/2022,12:03:00,,PTR_Tr1,0.00202683,NA,0.000128704,Dark,PTR,Tr,1,,300,,TG10-01028,25,
11/8/2022,12:19:30,,PTR_Tr2,0.00202683,NA,0.000128704,Dark,PTR,Tr,2,,300,,TG10-01028,25,
11/8/2022,12:36:00,,PTR_Tr3,0.00202683,NA,0.000128704,Dark,PTR,Tr,3,,300,,TG10-01028,25,
11/8/2022,12:21:00,,PTR_Tr4,0.00202683,NA,0.000128704,Dark,PTR,Tr,4,,300,,TG10-01028,25,
11/8/2022,12:12:00,,PTR_Tr5,0.00202683,NA,0.000128704,Dark,PTR,Tr,5,,300,,TG10-01028,25,
11/8/2022,12:05:00,,PTR_Tr6,0.00202683,NA,0.000128704,Dark,PTR,Tr,6,,300,,TG10-01028,25,
11/8/2022,11:50:58,,PTR_Tr7,0.00202683,NA,0.000128704,Dark,PTR,Tr,7,,300,,TG10-01028,25,
11/8/2022,11:57:20,,PTR_Tr8,0.00202683,NA,0.000128704,Dark,PTR,Tr,8,,300,,TG10-01028,25,
9/16/2022,12:43:20,,CRC_Up301,0.00202683,NA,0.000128704,Dark,CRC,Up,301,,300,,TG10-01028,25,
9/16/2022,12:28:00,,CRC_Up308,0.00202683,NA,0.000128704,Dark,CRC,Up,308,,300,,TG10-01028,25,
9/16/2022,11:53:00,,CRC_Tr313,0.00202683,NA,0.000128704,Dark,CRC,Tr,313,,300,,TG10-01028,25,
9/16/2022,12:52:30,,CRC_Tr309,0.00202683,NA,0.000128704,Dark,CRC,Tr,309,,300,,TG10-01028,25,
9/16/2022,13:07:30,,CRC_Tr311,0.00202683,NA,0.000128704,Dark,CRC,Tr,311,,300,,TG10-01028,25,
9/16/2022,12:15:30,,CRC_Tr312,0.00202683,NA,0.000128704,Dark,CRC,Tr,312,,300,,TG10-01028,25,
9/16/2022,13:20:00,,CRC_Tr314,0.00202683,NA,0.000128704,Dark,CRC,Tr,314,,300,,TG10-01028,25,
9/16/2022,12:03:30,,CRC_Tr315,0.00202683,NA,0.000128704,Dark,CRC,Tr,315,,300,,TG10-01028,25,
9/16/2022,11:56:30,,CRC_Tr316,0.00202683,NA,0.000128704,Dark,CRC,Tr,316,,300,,TG10-01028,25,
9/16/2022,11:44:20,,CRC_Tr327,0.00202683,NA,0.000128704,Dark,CRC,Tr,327,,300,,TG10-01028,25,
7/19/2022,11:04:10,,PTR_Up1,0.00202683,NA,0.000128704,Dark,PTR,Up,1,,300,,GRU,25,
7/19/2022,11:13:10,,PTR_Up2,0.00202683,NA,0.000128704,Dark,PTR,Up,2,,300,,GRU,25,
7/19/2022,10:26:30,,PTR_Up3,0.00202683,NA,0.000128704,Dark,PTR,Up,3,,300,,GRU,25,
7/19/2022,10:39:40,,PTR_Up4,0.00202683,NA,0.000128704,Dark,PTR,Up,4,,300,,GRU,25,
7/19/2022,10:33:40,,PTR_Up5,0.00202683,NA,0.000128704,Dark,PTR,Up,5,,300,,GRU,25,
7/19/2022,10:39:37,,PTR_Up5b,0.00202683,NA,0.000128704,Dark,PTR,Up,5,,300,,GRU,25,
7/19/2022,11:01:30,,PTR_Up6,0.00202683,NA,0.000128704,Dark,PTR,Up,6,,300,,GRU,25,
7/19/2022,11:12:40,,PTR_Up7,0.00202683,NA,0.000128704,Dark,PTR,Up,7,,300,,GRU,25,
7/19/2022,11:18:40,,PTR_Up8,0.00202683,NA,0.000128704,Dark,PTR,Up,8,,300,missing spradsheet to check start time overlaping with TR326b,GRU,25,
7/19/2022,11:25:40,,PTR_Up1,0.00202683,NA,0.000128704,Dark,PTR,Up,1,,300,,TG10-01286,25,
7/19/2022,10:49:40,,PTR_Up2,0.00202683,NA,0.000128704,Dark,PTR,Up,2,,300,,TG10-01286,25,
7/19/2022,12:16:55,,PTR_Up3,0.00202683,NA,0.000128704,Dark,PTR,Up,3,,300,,TG10-01286,25,
7/19/2022,12:03:00,,PTR_Up4,0.00202683,NA,0.000128704,Dark,PTR,Up,4,,300,,TG10-01286,25,
7/19/2022,11:39:00,,PTR_Up5,0.00202683,NA,0.000128704,Dark,PTR,Up,5,,300,,TG10-01286,25,
7/19/2022,11:46:00,,PTR_Up6,0.00202683,NA,0.000128704,Dark,PTR,Up,6,,300,,TG10-01286,25,
7/19/2022,11:28:00,,PTR_Up7,0.00202683,NA,0.000128704,Dark,PTR,Up,7,,300,,TG10-01286,25,
7/19/2022,12:17:00,,PTR_Up8,0.00202683,NA,0.000128704,Dark,PTR,Up,8,,300,,TG10-01286,25,
7/19/2022,9:19:10,,PTR_Tr1,0.00202683,NA,0.000128704,Dark,PTR,Tr,1,,300,,GRU,25,
7/19/2022,9:30:00,,PTR_Tr2,0.00202683,NA,0.000128704,Dark,PTR,Tr,2,,300,missing spradsheet to check start time overlaping with tr327b,GRU,25,
7/19/2022,8:52:50,,PTR_Tr3,0.00202683,NA,0.000128704,Dark,PTR,Tr,3,,300,,GRU,25,
7/19/2022,9:08:00,,PTR_Tr4,0.00202683,NA,0.000128704,Dark,PTR,Tr,4,,300,,GRU,25,
7/19/2022,8:27:00,,PTR_Tr5,0.00202683,NA,0.000128704,Dark,PTR,Tr,5,,300,,GRU,25,
7/19/2022,8:20:50,,PTR_Tr6,0.00202683,NA,0.000128704,Dark,PTR,Tr,6,,300,missing spradsheet to check start time overlaping with up308,GRU,25,
7/19/2022,8:41:20,,PTR_Tr7,0.00202683,NA,0.000128704,Dark,PTR,Tr,7,,300,missing spradsheet to check start time overlaping with up307,GRU,25,
7/19/2022,8:11:50,,PTR_Tr8,0.00202683,NA,0.000128704,Dark,PTR,Tr,8,,300,,GRU,25,
7/19/2022,14:05:40,,PTR_Tr1,0.00202683,NA,0.000128704,Dark,PTR,Tr,1,,300,,GRU,25,
7/19/2022,14:01:40,,PTR_Tr2,0.00202683,NA,0.000128704,Dark,PTR,Tr,2,,300,,GRU,25,
7/19/2022,13:55:40,,PTR_Tr3,0.00202683,NA,0.000128704,Dark,PTR,Tr,3,,300,,GRU,25,
7/19/2022,13:44:20,,PTR_Tr4,0.00202683,NA,0.000128704,Dark,PTR,Tr,4,,300,,GRU,25,
7/19/2022,14:14:00,,PTR_Tr5,0.00202683,NA,0.000128704,Dark,PTR,Tr,5,,300,,GRU,25,
7/19/2022,14:10:40,,PTR_Tr6,0.00202683,NA,0.000128704,Dark,PTR,Tr,6,,300,,GRU,25,
7/19/2022,14:43:00,,PTR_Tr7,0.00202683,NA,0.000128704,Dark,PTR,Tr,7,,300,,GRU,25,
7/19/2022,14:56:00,,PTR_Tr8,0.00202683,NA,0.000128704,Dark,PTR,Tr,8,,300,,GRU,25,
7/19/2022,15:06:00,,PTR_Tr5,0.00202683,NA,0.000128704,Dark,PTR,Tr,5,,300,,GRU,25,
7/19/2022,13:57:40,,PTR_Tr2,0.00202683,NA,0.000128704,Dark,PTR,Tr,2,,300,,GRU,25,
7/19/2022,13:20:30,,PTR_Tr3,0.00202683,NA,0.000128704,Dark,PTR,Tr,3,,300,,GRU,25,
7/19/2022,14:06:40,,PTR_Tr4,0.00202683,NA,0.000128704,Dark,PTR,Tr,4,,300,,GRU,25,
7/19/2022,14:18:40,,PTR_Tr1,0.00202683,NA,0.000128704,Dark,PTR,Tr,1,,300,,GRU,25,
7/19/2022,14:30:40,,PTR_Tr6,0.00202683,NA,0.000128704,Dark,PTR,Tr,6,,300,,GRU,25,
7/19/2022,11:33:30,,PTR_Tr7,0.00202683,NA,0.000128704,Dark,PTR,Tr,7,,300,,GRU,25,
7/19/2022,11:08:50,,PTR_Tr8,0.00202683,NA,0.000128704,Dark,PTR,Tr,8,,300,,GRU,25,
7/19/2022,10:37:30,,PTR_Up8,0.00202683,NA,0.000128704,Dark,PTR,Up,8,,300,,GRU,25,
7/19/2022,10:26:00,,PTR_Up7,0.00202683,NA,0.000128704,Dark,PTR,Up,7,,300,,GRU,25,
7/19/2022,11:22:30,,PTR_Up6,0.00202683,NA,0.000128704,Dark,PTR,Up,6,,300,,GRU,25,
7/19/2022,9:50:55,,PTR_Up5,0.00202683,NA,0.000128704,Dark,PTR,Up,5,,300,,GRU,25,
7/19/2022,10:13:55,,PTR_Up3,0.00202683,NA,0.000128704,Dark,PTR,Up,3,,300,,GRU,25,
